reviews_name,reviews_text,reviews_reviewer,reviews_date,reviews_stars
Perfect,"It's just perfect in all departments.
From design, camera , speed, UI, everything it's mind blowing.
Loved it",Ashish Gaurav,5 November 2018,5.0 out of 5 stars
Awesome product,"Camera is great
Sound quality is nice
Thanks to dash charging
Super smooth processor
Thanks to Amazon for great deleivery 2 days",C ronaldo,20 November 2018,5.0 out of 5 stars
Oneplus truly amazing,"Bought 2, one in midnight black another in thunder purple both 8gb 128gb.
Using oneplus since oneplus one",Surinder Kumar,26 November 2018,5.0 out of 5 stars
In Love with oneplus 6t,"Awesome product from oneplus. Pictures are amazing, battery life is too good and this is a nice overall package at decent price",Vishnu,17 November 2018,5.0 out of 5 stars
Compare with iPhone.,"Low light camera not so good.
Fingerprint sensor a little slower than other phones.
Rest... Just one word... AWESOME.",Milton Swarnakar,16 November 2018,5.0 out of 5 stars
The speed I need.,The phone looks very beautiful and has a very cool design. Camera quality is really good and the interface is very interactive.,Daksh Arora,5 November 2018,5.0 out of 5 stars
Best Phone,Ultimate phone.... Best phone in its range.,Bhanu Pratap Singh,13 November 2018,5.0 out of 5 stars
Plz don't buy it on amazon,Mobile is very good but don't buy on amazon,UVESH SHAIKH,12 November 2018,5.0 out of 5 stars
Quality,This mob is osmm...best performance for aal,Himanshu mude,9 November 2018,5.0 out of 5 stars
Awesome phone... Very happy with this phone.. 😁 😁,Just Awsome Phone..,Bipro,11 November 2018,5.0 out of 5 stars
Best,We all know and world knows one+ make great phones. I have my one plus one in best condition.,Amazon Customer,14 November 2018,5.0 out of 5 stars
"Excellent camera, display and battery!","Excellent battery life and charging, great camera and surprisingly good display and speakers!",Dimpy,6 November 2018,5.0 out of 5 stars
Master of the Masterpiece.,Excellent experience with the phone and very sleek and masterpiece creation you can say that.,Ashutosh Singh,5 November 2018,5.0 out of 5 stars
Awesome ... Happy with it,Awesome awesome and awesome in one word,Aprajita,29 November 2018,5.0 out of 5 stars
OnePlus 6T,"Good phone. Amazon delivery is amazing. Features n speed with 8 GB RAM is marvellous. In simple, Paisa vasool....",Murali,4 November 2018,5.0 out of 5 stars
Worth a flagship killer,"Good picture quality,good camera clicks, loud sound(average), battery life is good not very good. But worth a flagship killer.",Rishabh,12 November 2018,5.0 out of 5 stars
Trusted,"Best performance, Great innovation",Anoop Singh,11 November 2018,5.0 out of 5 stars
"""Best flagship phone of the year"" they said, well said !","go for it, you are not gonna disappoint :)",Shantanu sharma,13 November 2018,5.0 out of 5 stars
Bullet earphone,I have not received my bullet ear in plugs,Manoj Tanwar,9 November 2018,5.0 out of 5 stars
Check your mobile carefully sellers was doing worst package and fault units,Automatically deleted my pics and camera not showing recently captured pics falty piece i receved. And seller mobile packed not good,Vijay chakram,18 November 2018,1.0 out of 5 stars
The Best,"I was a iPhone user I was waiting to switch to a better Android phone and then came one plus 6T
Simply best for prove I bought ✌️",Girish n.,16 November 2018,5.0 out of 5 stars
Awesome !!,Product was delivered before time. Phone is simply awesome. No issues no problems. Everything is so perfect.,pratik,10 November 2018,5.0 out of 5 stars
Excellent Performance Device,"Picture quality is awesome, sound quality is good and battery life is very good. Overall a very good device to have with you.",Amazon Customer,23 November 2018,5.0 out of 5 stars
Best Budget Flagship,"There is no 3.5 mm jack. But when you will use this phone, definitely you'll forget about that... This phone is just awesome.",Sahil Sharma,9 November 2018,5.0 out of 5 stars
Simply best,"Excellent phone, with great specification",Sanket Sahebrao Gawai,13 November 2018,5.0 out of 5 stars
Amazing phone,"Picture quality, sound quality and speed.",Sagar Ghanwat,11 November 2018,5.0 out of 5 stars
Two voice control very good,Two side buttons provided for controlling voice could be one as voice can be controlled on screen and LED is missing,Deepak B.,13 November 2018,4.0 out of 5 stars
The best one,"The speed you unlock
Beast .......😍",Sarath,10 November 2018,5.0 out of 5 stars
great phone...,"great phone nice look i am oneplus lover.
i am already use oneplus5, 5t, then 6t so great exp.",Amazon Customer,23 November 2018,4.0 out of 5 stars
Ansh,Flagship killer .,Anshul s.,13 November 2018,5.0 out of 5 stars
"Poor screen guard, Battery back up is not good.",Product is like ok ok that's all . Poor quality screen guard .boobles inside the guard. bad battery back up,Rahul Bhat G.R,6 November 2018,3.0 out of 5 stars
All nice I have a battery issue,"Picture quality very like sounds is also good
Battery life not nice full charging is draining out the phone is not starting back",terence,17 November 2018,1.0 out of 5 stars
Excellent,Excellent,Suhrud,4 November 2018,5.0 out of 5 stars
Very Bad,I'm not satisfied with the product because the battery backup is too much worst... don't waste you're money from this mobile,Uday bhaskar,15 November 2018,4.0 out of 5 stars
Very very good mobile,Very good mobile superb battery life.overall very good phone love it,Rinsh,10 November 2018,5.0 out of 5 stars
Great Experience with OnePlus 6t,Great Experience with OnePlus 6t,Manoj,12 November 2018,5.0 out of 5 stars
I love it great effort of One plus Team thankyou,My first One plus device fabulous phone Everything is premium just go for it,Sankar,4 November 2018,5.0 out of 5 stars
Waiting for free headset,Waiting for free headset,Vinod,14 November 2018,2.0 out of 5 stars
First copy and Worst products in amazon,"Recieved defective .no worth of money.
Amazon customer service also it’s very annoying.
Don’t buy any products",Manjunath,20 November 2018,1.0 out of 5 stars
Enjoyed 3T now enjoying 6T,Great device suggesting this to everyone,kumaravadivel,8 November 2018,4.0 out of 5 stars
Worst selffi camera.,"Worst selffi camera with huge price, totally disappointed, I waited for this mobile 3 months I got worst mobile in my life.",Amazon Customer,28 November 2018,1.0 out of 5 stars
Amazing phone,I got it the day it was launched. So got amazing deal and even the phone is superb. It has nice camera and decent features.,Prasad Pesala,24 November 2018,5.0 out of 5 stars
"Good mobile with best speed, picture quality but not happy with its 🔋 battery performance.","Battery life is not up to the mark,taking longer time than 30 mins for full charge .. battery drains out quickly in 20 hrs",Mogili sai kumar,13 November 2018,4.0 out of 5 stars
Poor touch screen speed,"Touch screen not working promptly.
From one menu to other menu scrolling effected after a second..means delay response",Vikesh,5 November 2018,1.0 out of 5 stars
Amazing product,"The feel of the phone is awesome....
One of the best flagship phones in the market
Fully satisfied",Kirti Kumar,12 November 2018,5.0 out of 5 stars
Worth buying it,"Very awesome phone
Worth buying it",GAYATRI BOHRA,10 November 2018,5.0 out of 5 stars
Fine lased with many feachers,No words.its very good.,deepak gumber,12 November 2018,5.0 out of 5 stars
Good phone,Value for money,AMAL K KAMAL,13 November 2018,5.0 out of 5 stars
Beast,Best phone ever,Rahul,13 November 2018,5.0 out of 5 stars
Worthy product...camera quality superb with graphics,Superb camera quality...shot taken at midnight... battery life could be better...graphics is awesome...plz work on battery life....,Jitendra Dhanraj Gawande,16 November 2018,5.0 out of 5 stars
camera picture is very good like studio lighting.... Overall it's very fast..,Very good phone. I bought 8gb ram phone. Phone is very smooth and fast. Soooo.... Never settle....,yasin,4 November 2018,5.0 out of 5 stars
Awesome,Worth for money,Arjun Janya,9 November 2018,5.0 out of 5 stars
Best Phone Ever,"If you are looking for a perfect phone in every manner this is the best phone you could ever have...
Love The Phone..",Sadaf Khan,28 November 2018,5.0 out of 5 stars
too good,too good,Amazon Customer,14 November 2018,5.0 out of 5 stars
"Good product, worth price.","Pros:- Good product, worth price. Picture quality can be improved.
Cons:- Sometimes fingerprint unlock system doesn't work. Need to unlock by using pattern system.",Amazon Customer,14 November 2018,4.0 out of 5 stars
Awesome,Picture quality is awesome!!!!,Malik Ahmed,13 November 2018,5.0 out of 5 stars
Amazing!!,Best phone available under 40k,Amazon Customer,13 November 2018,5.0 out of 5 stars
Worth for money just go and buy it,Good choice ... Just get it...,subrata,12 November 2018,5.0 out of 5 stars
Five Stars,Great phone it is faster than expected,Amazon Customer,11 November 2018,5.0 out of 5 stars
Nice,Nice,Dharamchand,14 November 2018,5.0 out of 5 stars
Great Phone with some sacrifice...,Great phone. But I am missing my Oneplus 5's led notification light and ofcourse headphone jack.,Manash Choudhury,21 November 2018,5.0 out of 5 stars
Premium device and awesome looks,"Best mobile under 40k
camera, display, water drop notch, on screen finger print are awesome",Amazon Customer,6 November 2018,4.0 out of 5 stars
all things are. good,all the function are very good,Deepak dhakar,9 November 2018,5.0 out of 5 stars
Battery dries out very fast,"One problem that is battery life ,even though it has bigger battery than one plus 6 still it's battery life of 6 is better than 6t",Nikhil Ganorkar,20 November 2018,3.0 out of 5 stars
Best phone ever!,"Powerful battery backup, amazing night mode camera, perfect indisplay fingerprint sensor! Speed Redefined.. Amazing piece of ART !",Akshay Anand,16 November 2018,5.0 out of 5 stars
Awesome,Best phone for a competitive price. Battery life could have been better.otherwise itz a flagship killer.,Siva kishore reddy ch,21 November 2018,5.0 out of 5 stars
Best in flagship phones,All is well in this phone but some bugs are going on. One Plus is regularly removing this bugs by giving software update.,Manish Kumar meena,11 November 2018,4.0 out of 5 stars
Killer Phone,Very Satisfied,Ghaneshyam Solanki,9 November 2018,5.0 out of 5 stars
Price is too high,Overall performance is good. It doesn't have dual speaker. 3 attempt required to download single app in play store,Deva,5 November 2018,4.0 out of 5 stars
Awesome,Mind blowing speed and picture quality,Tarun pachal,8 November 2018,5.0 out of 5 stars
Not a one to invest 38k,"Worst front camera. Gives blur image every time.
Heating while playing pubg.
Battery drainage problem.",akshay agnihotri,24 November 2018,2.0 out of 5 stars
Fabulous,Nice picture quality very much speedy,Hawker black,14 November 2018,5.0 out of 5 stars
Camera and performance excellent. Battery backup super,"Amazing phone .
Simply loved it.",Sai,11 November 2018,5.0 out of 5 stars
Awesome But Battery Backup is poor,"From my 2 week usage device response is awesome, but the battery backup is now only last for 10-12 hours.",krishna K.,5 November 2018,3.0 out of 5 stars
Loved it,Best phone ever ...❤️,Amazon Customer,13 November 2018,5.0 out of 5 stars
Amazing smartphone,Everything is great about the product,Kavita Bhandari,12 November 2018,5.0 out of 5 stars
"Good quality , pictures quality not as expected",Image quality is good but I see some light reflection of the camera lens on images. I see this in sun light also interior lights.,Thammi Raju,17 November 2018,4.0 out of 5 stars
Stunning Phone,One plus 6T is a flagship killer though there is not a significant difference between its predecessors.,Bhavik Munat,14 November 2018,5.0 out of 5 stars
Awesome phone,Awesome phone. Nice picture quality. Long lasting battery life. Once charged can be used for whole day.,mohammed imran,12 November 2018,5.0 out of 5 stars
Excellent mobile,One plus 6t is excellent mobile with all best features..but camera at night time is small disappointing,Amazon Customer,10 November 2018,4.0 out of 5 stars
Vibration mode is not working,"Mobile is not vibrating on silent mode, vibration mode is not working at all despite of changing settings several times.",Nirav P Hemani,24 November 2018,2.0 out of 5 stars
Awesome phone,Fastest Android phone,Akash Nigam,9 November 2018,5.0 out of 5 stars
Satisfied,excellent product at this price !,Ankit Sareen,16 November 2018,5.0 out of 5 stars
😍😍,Osmm phone ...loved it❣️❣️❣️,Aashish kumar,4 November 2018,5.0 out of 5 stars
My first OnePlus phone,"The best choice.
I prefer OnePlus 6T over POCO.
I feel it's worth every penny.",Pavan Sai Kumar Gopi,4 November 2018,5.0 out of 5 stars
Don't waste your time to see reviews. buy it,Finally I got oneplus 6T. Superb mobile don't wait just order it and enjoy (If you looking to midrange mobile).,Nanchi,6 November 2018,5.0 out of 5 stars
Never settle,"Phone looks fantastic,Speed is awesome,no lacks found yet in 2 days, will share full review after 15days",Jitender,4 November 2018,5.0 out of 5 stars
Awesome Beast,Awesome Phone...best in the catagory,Amazon Customer,13 November 2018,5.0 out of 5 stars
First 35k+ Phone,"Awesome phone...One plus rocks...😍
Likes: Display, Camera, Looks
Dislikes : Battery",Jay Barai,17 November 2018,4.0 out of 5 stars
Beast,"Amazing phone with snappy performance , amazing camera & battery life. I would recommend whoever is looking for worthy upgrade.",Amazon Customer,17 November 2018,5.0 out of 5 stars
Nice phone,"Value for money product, nice display n sound. Camera needs more improvements.",Yash Choudhary,15 November 2018,5.0 out of 5 stars
Value for money👍,"A nice device from one plus...very smooth and fast, battery back up is awesome..you can play any games without any lag.",Palash,14 November 2018,5.0 out of 5 stars
One plus 6T,"This mobile phone is great.picture quality is very good,sound quality is perfect and battry is too good to other phone.",tejas sorathia,11 November 2018,5.0 out of 5 stars
Good,Good,Naga sai,13 November 2018,5.0 out of 5 stars
Really good phone,"the fastest i've used, the OS is responsive as advertised",Mark Anthony Joseph,8 November 2018,5.0 out of 5 stars
Poor picture quality,Camera quality is very poor...worst quality picture.. not expected so with such costly mobile,Jitendra K.,24 November 2018,2.0 out of 5 stars
"As they said, they never settle",Amazing experience. No mobile can beat this mobile at this price. Ofcours they never settle.,T.Nagabhishek,4 November 2018,5.0 out of 5 stars
Superb,Worth all the money.......!,SHARDUL KHARALKAR,13 November 2018,5.0 out of 5 stars
No mobile can replace one plus,Awesome ...Love u sooo much one plus,Prakash,6 November 2018,5.0 out of 5 stars
Good one,Using Nearly from last 15 days. Enjoying d phone.,bikash agrawal,21 November 2018,5.0 out of 5 stars
Nice product,Gud quality,Amazon Customer,10 November 2018,5.0 out of 5 stars
Superb,Good,Prasaath Divakaran,11 November 2018,5.0 out of 5 stars
Just awesome,"It's d phone with great speed. Just enjoy it.
Never seen such amazing speed before
Well done 1+ !!",Yogesh,10 November 2018,5.0 out of 5 stars
D best fone ever!!,Never been so satisfied with a phone ever before like i have been with one plus 6t.. the best without a doubt,Dr Jibin,10 November 2018,5.0 out of 5 stars
Pros of phone,Great phone very fast processor fast charging long battery life on par camera all in all worth for your money,Saransh tyagi,6 November 2018,5.0 out of 5 stars
Very good phone by one+,It's awesome phone with dual camera . Picture quality is super,Amazon Customer,12 November 2018,5.0 out of 5 stars
In display finger print scanner is on point works every time accurately display is fantastic,Picture Quality and display,pratik bopte,7 November 2018,5.0 out of 5 stars
Shouldn't buy online mobile phone,I taken two handset but i got only one ear phone Amazon ppl saying one email I'd one ear phone they shouldn't take pre booking,pradeep,23 November 2018,1.0 out of 5 stars
One plus 6T performance,Good phone as if now battery really good speed nice . I am happy with overall performance,Narender Rawat,11 November 2018,4.0 out of 5 stars
Battery issue...,Not happy atall....battery backup is very poor.....planing to request replacement...,Amazon Customer,22 November 2018,1.0 out of 5 stars
Just owsm,It's the best out there in market.,Vishnu Vajrala,13 November 2018,5.0 out of 5 stars
Best one,Loved the phone. It's just awesome,ABHISHEK M.,12 November 2018,5.0 out of 5 stars
Never Settle: The perfect tagline,"Never Settle
Unlock the speed",Ankur B.,11 November 2018,5.0 out of 5 stars
Five Stars,Super mobile.. Go for it..,MAHESH KUMAR,11 November 2018,5.0 out of 5 stars
Super Se Bhi Upar,"Everything is superb. The battery, phone look, processor and all things are awesome. Love this phobe",Bilal Nabi Tamboli,24 November 2018,5.0 out of 5 stars
Superb phn,Excellent camera and display sound,Aman,9 November 2018,4.0 out of 5 stars
oneplus 6t 8gb ram 128gb internal memory mirror black,Mobile was very very good daily keep 30 min charge valid for 24 hours with using 4g volte its coming,krishnatejamullapudi,9 November 2018,4.0 out of 5 stars
Camera is not satisfied,Camera is not good,jagadeesh,11 November 2018,3.0 out of 5 stars
Worth Money,"Totally worth money product, Loving it.
Thanks Amazon & OnePlus for the great offers
Peace❤️",Shankar Madaralli,10 November 2018,5.0 out of 5 stars
Awesome mobile,Awesome mobile comparing any mobile 50k range one plus is excellent mobile super experience,sudheer kumar,6 November 2018,5.0 out of 5 stars
Good phone,It is a really nice phone,Samriddh Agarwal,14 November 2018,5.0 out of 5 stars
Good Phone,Good phone but could have been better. OnePlus 6 users can avoid this upgrade. New users should buy this definitely.,Abhishek Saurabh,14 November 2018,4.0 out of 5 stars
"""The one plus 6t"" the performer....",Firstly I would like to thank amazon for timely delivery. One plus 6t is really awasome smartphone. Value for money.,Amazon Customer,6 November 2018,5.0 out of 5 stars
Perfect,Perfect. Purchased for my husband.,Arpitha George,12 November 2018,5.0 out of 5 stars
Best phone,No drawback. Amazing phone. Free hand sound quality required to be improve.,Amazon Customer,22 November 2018,5.0 out of 5 stars
Awesome quality,Gud Picture and sound quality,Arun,25 November 2018,5.0 out of 5 stars
OnePlus 6T,Excellent phone. Best specifications in lowest price. Very fast and easy to use. Very good camera. Great offers on purchase.,Kaizad Pooniwala,23 November 2018,5.0 out of 5 stars
Display and battery is amazing,"Camera is improve, screen is amazing, photo quality is also amazing. Worth product",Aaditya Walde,29 November 2018,5.0 out of 5 stars
Awesome,One of the best mobile till now.,sai kiran,11 November 2018,5.0 out of 5 stars
Good phone,Its good but not perfect,Lalit soni,13 November 2018,4.0 out of 5 stars
Ok,One speaker only working,nazeer,10 November 2018,4.0 out of 5 stars
Call response,Awesome performance. I like it as new one. Now I am trying to check it at various circumstances for call receiving.,Nawal Kishor Deshmukh,9 November 2018,5.0 out of 5 stars
3.5 star,Good Picture quality.. battery runs for 24 hours.. gets charged in an hour,Chintan Shah,26 November 2018,4.0 out of 5 stars
Superb,Superb mobile go for it,P.Kishore,27 November 2018,5.0 out of 5 stars
Excellent,Excellent,Gagan Torke,18 November 2018,5.0 out of 5 stars
Camera 🌃mode,"Awsm features , camera🔥",Vikas mishra,12 November 2018,5.0 out of 5 stars
Camera quality not up to mark,i am using my 6t for a week and not satisfied with the camera quality after zoom picture is fadding out .,rushabh shah,14 November 2018,4.0 out of 5 stars
Best mobile for the best price,"Awesome product , Awesome Price.",Yogesh,8 November 2018,5.0 out of 5 stars
Best Android phone at this price point,Indeed it is flagship killer. All the best features in an affordable price range.,Mitul Kirtania,10 November 2018,5.0 out of 5 stars
Awesome as Always,I joined the OnePlus family with OnePlus 5T and the experience has always been amazing. A value for Money product.,Shikhar,5 November 2018,5.0 out of 5 stars
Speed u need,Best phone I have ever used....,shrikant madiwal,13 November 2018,5.0 out of 5 stars
Love this phone,Best in the price range,kunal burangi,12 November 2018,5.0 out of 5 stars
Never Settles,I liked the product very much...it's awesome in the case of Sound and picture quality and Battery life also Great.,Hogan Alex,9 November 2018,5.0 out of 5 stars
Five Stars,"little bit heavy compare to op6,",Rahul,12 November 2018,5.0 out of 5 stars
One plus6t review,"Amazing sound quality
Long Battery life
Picture quality is good",kalpana,15 November 2018,5.0 out of 5 stars
Dash charge,Indisplay Fingerprint Awesome..,Kundan Kumar,9 November 2018,5.0 out of 5 stars
Nice product,Speaker is one side to handing little problem,Amit Dewangan,17 November 2018,4.0 out of 5 stars
Good,Good,Amazon Customer,19 November 2018,5.0 out of 5 stars
Awesome product by oneplus,The phone is just awesome and the look is very premium one must look forward to buy it without hesitation,tarun,10 November 2018,5.0 out of 5 stars
Fast prosessor value for money,Mobile is so good camera awesome no words such a as falgship killer good battery,RAVIKUMAR MARIBA PATEKAR,24 November 2018,5.0 out of 5 stars
Puntual ..as expected,Delivered on time..as expected,praveen kumar,4 November 2018,4.0 out of 5 stars
Awesome Connect.,"The best till now!!
Never owned a cell phone as good ever before 😊",A Buyer,6 November 2018,5.0 out of 5 stars
Never Settle,No doubts. The best smartphone of this Era. In regards of performance and speed you need.,Lobsang Wangchuk,4 November 2018,5.0 out of 5 stars
Value for the money...Worth purchase,I have purchased OnePlus mobile first time with this. Phone is awesome in all aspects. Happy to be part of 1 plus family.,Varaprasad,25 November 2018,5.0 out of 5 stars
Great mobile,So far the experience is good. Only feedback is that in sunlight it's very difficult to read messages as there is a glare,Catherine Harris,21 November 2018,4.0 out of 5 stars
Screen issue,"Problem with screen, screen flashes green and red colour suddenly for no reason",Paras,19 November 2018,1.0 out of 5 stars
Super,Super phone within the budget,Skrprabhu,10 November 2018,5.0 out of 5 stars
Best phone in this range,Perfect phone for me.,Sweety P.,13 November 2018,5.0 out of 5 stars
King,The name is enough ❤️,Kannan Vignesh,11 November 2018,5.0 out of 5 stars
best of cemera phone,🥰🥰🥰,SURYA,7 November 2018,5.0 out of 5 stars
Buggs regarding processor,"Phone is awesome but I I have some issue on finger print scanner and battery,it also have some buggs regarding processor",Parvez Q.,29 November 2018,5.0 out of 5 stars
Great phone,Cool features the only disadvantage is that it has bit of heating issues. Other than that this is by far one of the best,Mrinmay Date,23 November 2018,5.0 out of 5 stars
Performance Not Well,"Phone Getts Heat During on calling , While Charging And In Pocket Also . Not Give Battery Back Up as well as they Said .",Lilesh A.,21 November 2018,3.0 out of 5 stars
Call waiting not working,Call waiting feature not working on such a premium phone despite of option been marked 'ON' in additional call settings.,Amazon Customer,18 November 2018,3.0 out of 5 stars
Have sound transmission issue,Picture n sound quality is pathetic. Not as expected. I'd don't know whether only in my handset sound is not very clear.,ANJUM,16 November 2018,1.0 out of 5 stars
Value for money,"Better valve phone than other top brands, touch screen good. Fast but head phone jack needed..",Abhilash,26 November 2018,5.0 out of 5 stars
Very Good Product,5 Stars from my Side,Amazon Customer,13 November 2018,5.0 out of 5 stars
It's really good,Nice Product,Dr sachin puranik,13 November 2018,5.0 out of 5 stars
Expectations met.,Worth buying,K Sujith Kumar,11 November 2018,5.0 out of 5 stars
Bang for buck,Very good. No second thoughts. Just buy it,Brahman,18 November 2018,5.0 out of 5 stars
Never Settle for less than you deserve ✌️,Oneplus6T A big thumbs up 👍,Rishieee,14 November 2018,5.0 out of 5 stars
Overall a good product,"Is a good product, not yet faced any heating issues, battery life is good, processor is fast with multiple windows open",Trilok,19 November 2018,5.0 out of 5 stars
Go for it.,The display is simply superb. Hats off to video stabilization.,nithin a b,11 November 2018,5.0 out of 5 stars
Awesome phone,Loved it... Oneplus has done a tremendous job.. Thanks.,Customer,9 November 2018,5.0 out of 5 stars
Best Phone,"Excellent battery backup, charger is very fast, this phone is best for gaming,
This is the speed you need",Amazon Customer,11 November 2018,5.0 out of 5 stars
Regarding One plus 6T,The dedication and good team work of whole one plus team members is remarkable in upbringing 6T. Hats off.....,Mahesh Kumar Sharma,6 November 2018,5.0 out of 5 stars
FLAGSHIP PHONE NOT A KILLER,BATTERY IS AWESOME BUT CAMERA QUALITY IS NOT GREAT JUST OKAY. PHONE IS QUITE BIG EVERYTHING WORKS LIKE A CHARM,md.akbar ali,5 November 2018,4.0 out of 5 stars
Leader,Best phone available on planner,RAVI KHANZODE,4 November 2018,5.0 out of 5 stars
OnePlus is new iPhone,"When I decided to move from iPhone to Android after 8 years, I choose OnePlus! Awesome #sofar",Sudhakar,14 November 2018,5.0 out of 5 stars
Best,Best,RAKESH KUMAR PAL,8 November 2018,4.0 out of 5 stars
Great phone,Great phone love it,Vikas Gharawala,13 November 2018,5.0 out of 5 stars
Best mobile of the year.....,"Best mobile of the year.....
Picture quality is best 5/5
Sound quality 5/4
Battery 5/4",Pankaj kumar,15 November 2018,5.0 out of 5 stars
The best in the market,You just can't go wrong with this product,Mehul Agrawal,6 November 2018,5.0 out of 5 stars
Excellent Phone,Excellent Phone with all required features.,Amazon Customer,5 November 2018,5.0 out of 5 stars
Go for it blindly... Phone has got no chill,Indeed a flagship killer and trust me the fingerprint scanner is working very smoothly and rapidly.. go for it blindly,Divij,26 November 2018,5.0 out of 5 stars
Installments not done.,Product is good...I had opted for 6 installments at zero rate of interest but it has not happened. Pls check.,Jaspreet,25 November 2018,5.0 out of 5 stars
Unlocked the speed,My first one plus device and it turned out to be just amazing. Even in low light camera gives best outcome .,Neha Jaksan,4 November 2018,5.0 out of 5 stars
Good Phone..,Very Good phone.. But little costlier for the Android phone..,Punith Raj K N,11 November 2018,5.0 out of 5 stars
Good phone,Only problem is you can't have Ring and Vibration at the same time for all the notifications,Mayur Maed,6 November 2018,5.0 out of 5 stars
Premium look,"Just awesome go for it,,,,",Adesh,14 November 2018,5.0 out of 5 stars
Just wow,Unbeliveable phone,DJ,13 November 2018,5.0 out of 5 stars
OnePlus 6T,Amazing Phone 👌👌,Karthik DN,10 November 2018,5.0 out of 5 stars
Add a second speaker,Pros are many. They just need to add a few things like to speakers instead of one and Dock charging.,Aishwarya Pramod Mall,5 November 2018,5.0 out of 5 stars
Love this phone,Amazing product,Satyabrata pani,4 November 2018,5.0 out of 5 stars
Price worthy and fabulous product,Nice phone with this price,Amankumar Birenbhai Shah,9 November 2018,5.0 out of 5 stars
Still not got my earphones,"Still not got my earphones even though I have pre-booked my one plus 6t on time using gift card, really dissapointed.",pravar chanda,24 November 2018,1.0 out of 5 stars
Value for money,Very good mobile.,KISHORE K DATTA,15 November 2018,5.0 out of 5 stars
The perfect smartphone,The perfect smartphone,Arshad Khan,26 November 2018,5.0 out of 5 stars
battery life worst,phone is discharging very fast.i have charge my phone twice a day. and it is discharging without using also.,shipra rashmi,14 November 2018,1.0 out of 5 stars
Ok,Ok,Sanjay Mandal,12 November 2018,5.0 out of 5 stars
Buy it..,Awesome mobile.. battery backup is super...no heat problem..,Vijay Bhaskar Reddy,12 November 2018,5.0 out of 5 stars
Nice mobile.. superb camera,Awesome,Amazon Customer,24 November 2018,5.0 out of 5 stars
Good,So good Phone one±,Navuru balaraju,8 November 2018,5.0 out of 5 stars
Picture,Very good picture quality,Anu jain,12 November 2018,5.0 out of 5 stars
Excellent product,Super super super,Prasad,13 November 2018,5.0 out of 5 stars
Overall score is 3.5 out of 5.,Super phone in all aspects excluding battery life.It gets drained very soon not even continues for one day.,Vishesh Mishra,21 November 2018,3.0 out of 5 stars
nice mobile,awesome mobile... better then note 9... super speed and nice battery life... how did get bill for my gmail?,raj dusane,18 November 2018,5.0 out of 5 stars
OnePlus 6T,Stunning looking phone the speed u need good powerful phone,Amazon Customer,16 November 2018,5.0 out of 5 stars
Play store not working,Phone is awesome but after. November update it is giving an WiFi problem. Play store is not working properly,Rishi,5 November 2018,5.0 out of 5 stars
Totally met the expectations!,It charges within minutes with a good battery life. The picture quality is enhanced by its incredible display!,Meenakshi,6 November 2018,4.0 out of 5 stars
Good phone,Good phone,Amazon Customer,24 November 2018,5.0 out of 5 stars
Loveable Phone,Amazon and fabulous phone.. camera clearity and portrait mode is fabulous.. i love it.. thank you one plus,Harshad Patel,24 November 2018,5.0 out of 5 stars
Outstanding work from OnePlus,If you are looking for speed as well as battery life... Then trust me this should be your next smart phone,Vivek S. Bhatia,15 November 2018,5.0 out of 5 stars
Delighted to use OnePlus 6T,Really happy to move from windows phone to android. OnePlus 6T is amazing in performance on all parameters,Amita Jain,10 November 2018,5.0 out of 5 stars
Best phone ever,Everything is good but battery is digraded so fast as compared with other flagship phones,sehra,9 November 2018,5.0 out of 5 stars
Speed,Unlock the speed,saravanasundar,8 November 2018,5.0 out of 5 stars
Awesome,Awesome,Chhaya kaushik,10 November 2018,5.0 out of 5 stars
AMAZING PRODUCT,"But i want to confirm, if we get headphones with this phone or not, as in my box there were no headphones",Tapan,29 November 2018,4.0 out of 5 stars
Best phone ever in budget.,Battery is too awesome. It lasts more than 16hours and i use my phone Everytime.,Abhishek Mishra,23 November 2018,5.0 out of 5 stars
Review after using a week,Awesome phone,Juned.M,17 November 2018,4.0 out of 5 stars
Issue with the camera,"Issue with the camera, return it twice.
Looking forward for complete refund",Ishu Shah,14 November 2018,1.0 out of 5 stars
Mesmerized by the camera quality,Have been using it for 2 weeks now. Loved the camera quality and the imaging. Excellent.,Shyam,20 November 2018,5.0 out of 5 stars
Simply amazing,"One hell of a product, does beat iPhone X.Unbeatebly faster than any previous one plus.",Kiran,4 November 2018,5.0 out of 5 stars
good,good,Amazon Customer,15 November 2018,5.0 out of 5 stars
Good,Good,Vivek M G,10 November 2018,5.0 out of 5 stars
Defected piece,"The phone has touch issue,I want to return it but due date has passed.
Please help me out to return the item",ritika sikka,24 November 2018,1.0 out of 5 stars
Performance ❤️,Awesome performance ❤️,Himanshu,13 November 2018,5.0 out of 5 stars
Awesome fone,Lovely power pckd fone,siddharth,11 November 2018,5.0 out of 5 stars
Much waited for one plus 6t. Loved it. I will settle for this mobile.,Loved the moblie. Battery life is superb. Charges fast. Picture quality is good. Sound quality is great.,Yesu,29 November 2018,5.0 out of 5 stars
Happy with Happy,Over all this is a great smartphone but i am facing cracking sound from bottom speaker at maximum volume,Sunny,18 November 2018,4.0 out of 5 stars
Not satisfied,"Out of two speakers only 1 is working, picture quality is not good on zooming pic it quality is very bad",MUNINDRA PRATAP SINGH,14 November 2018,1.0 out of 5 stars
