reviews_name,reviews_text,reviews_reviewer,reviews_date,reviews_stars
Mobile data not working,"Bad experience...mobile data not working despite tweaking the settings on both Jio and Vodafone sims. Not sure if I should wait for an update or return the phone in case there is something inherently wrong with the device.
I used one plus one for 4 years. I was super happy with it. Recommended one plus to everyone. Got one plus devices for my family members too. I guess I was expecting a lot...6t is a let down for me",aastha,9 November 2018,3.0 out of 5 stars
"Overhyped, overrated and within 2 weeks, phone got hanged twice!","I like only the front finger sensor and classy looks and size of the phone.
It's picture quality is good not extraordinary, sound/music speaker seems average.... battery life is not at all good...once it's audio was not working at all, was forced to re-start my.. battery got drained during one full day outing. First time bought such an expensive phone, just for the speed, but it's just an average phone! Feeling disappointed to pay so much and get this phone :(",Virender Kumar,19 November 2018,3.0 out of 5 stars
Best quality product,Everything u may know through YouTube but one thing you must know that in one plus 6 you will feel that the sound quality is not good in headphones. But in one plus 6t the sound comes is very good.. this quality of sound produced by 6t is far better than 6. Picture quality is awesome. Battery life is good. Fast charging is also good u know..And all the features are mind blowing... Worth it.. spending 40k for 6t is good..,P L sinha,11 November 2018,5.0 out of 5 stars
"Seamless performance, excellent customer support","Overall phone is seamless and giving seamless performance.
4 🌟 to camera, cause I was expecting more from it. It is improvement area for one plus.
2 speaker grill but only one speaker why??
Battery life is good enough for more than average usage.
Build quality is excellent.
First delivered piece was slightly dented on top corner, thanks to Amazon for excellent customer service for replacement as fast as possible.",Kuldipsinh Rathod,20 November 2018,5.0 out of 5 stars
"Over all it is good but lacking this areas like camera , night mode , Bluetooth when you play game .","Camera is nyc but night mode is just an illusion given by one plus to us . And some time photo quality is like beauty effect , l clicked photos in my office not up to what you expect and office have good light even though not giving a good shot ,
What is this, seriously you have to improt camera quality and that illusionery night mode , and when I plaing pubg Bluetooth headphones have no sound
I did all setting nothing happened.",Kushal kumar,10 November 2018,4.0 out of 5 stars
Great choice to make,This Phone is such a darling ! It is really very smart.. I like how we can open it just by saying ok Google from a good distance. Speed is quite fast.. notch is looking good.. I found it a bit heavier than previous models. Processing is awesome with nice camera and great visual quality of screen charging is super fast same like 6 and 5t models.. phone worth considering and best in quality as compared to others! Go for it you won't regret,Amazon Customer,4 November 2018,5.0 out of 5 stars
Best and compitetor for appple and Google,One plus 6T is the best product..... I am loyal customer of one plus ... Before I was using one plus one .... Now I have updated to one +6T and it's really awesome...... It's competition to Apple X and Google pixel😃.... suddenly Apple has started to launch X series r and s....,Sagar,12 November 2018,5.0 out of 5 stars
One plus 6T is awesome.never settle,"Pros:-
fingerprint sensor works well
Up-to-date,OS
Fast Charge is still great
Sleek, premium design
Great performance
Great battery life
Cons:-
Camera's Nightscape mode needs work
Poor audio capabilities",Charles jacob,14 November 2018,5.0 out of 5 stars
Flagship Killer Indeed !,"Amazing specs..flagship style at it's best. Takes a while to settle down with the absence of the audio jack and LED notifications, but that's One Plus for u #Never Settle",Najmi Surti,9 November 2018,4.0 out of 5 stars
Power House!,"Picture quality is superb with in built camera software. After installation of Google Camera, it is even better.
Sound quality is very good. Speaker phone conversation is awesome. Battery life is for 2 days with normal usage. I usually play youTube videos 3hours a day. Still battery life is very good. But we need colour variants to choose. Though the back is mirror finished, glass made, but I use it with a cover. That actually obscure the premium look.",Dr. J.,16 November 2018,5.0 out of 5 stars
Overall good but not satisfied,"Fingerprint is not good ,taking more time to unlock,sometimes not at all recognising fingerprint. camera is slow,taking more time for shots ,design shows as it contains two speakers but only one speaker is assembled, ctype headset is not provided.overall good but not satisfied",ashok,11 November 2018,3.0 out of 5 stars
Amazon sucks and so do their products,Had bought this product under preorder sale but was denied free bullet headphone voucher from for reason whatsoever best known to them amazon sucks and so do their products pathetic customer support only robots sitting in their who just know to say sorry we can't help you on this . Flipkart leaps and bounces ahead of amazon as far as customer support and product range is concerned. Amazon you dont need to improve because you won't be able to even if you try,Hiren Dedhia,28 November 2018,2.0 out of 5 stars
Best phone,"Delivery: Fast than expected
Packaging : Good
Phone: really awesome, faster startup time, smooth gesture, dual 4G with quick data switch shortcut.
Add on : USB type c to 3.5 jack converter(For me, I have wireless earphone) , back cover.
Good to have or required : If you have wireless earphone which has micro USB for charging, then need convertor to avoid another charger if u r travelling.",viraj,9 November 2018,4.0 out of 5 stars
Camera performance is not matching to one plus 6,I have both the phones one plus 6 and 6t. Camera performance in one plus 6t is not as good as one plus 6. Rest apprers to be okay as of now.,vinod kumar BM,5 November 2018,3.0 out of 5 stars
One plus as always- Beautiful,"The product is awesome as usual. One plus has been always at its best when launching a new cellphone. It's fast, fancy and have a decent look.
But I have not received C type earphones that were guaranteed at the time of pre booking of the one plus 6T. Can someone guide?",Harsh Sharma,13 November 2018,5.0 out of 5 stars
Good Phone over all !,"Everything seems to be good but the face unlock feature is not IR equipped to support face unlocking in the dark.
The camera is ok but not great still needs to work on it's shutterspeed , I find there is a little delay in capturing pictures.
Else other features are all good and phone works smooth without lagging",nitesh giri,5 November 2018,5.0 out of 5 stars
Happy to have OnePlus6T,"Its Amazing phone, good picture quality, Battery charging unbelievable, battery backup too good...
Its OnePlus6T =OnePlussexy
Moment i hold phone felt like 37,999 vasul...
Additional excitement Type C earphone... Its too cool....",Amazon Customer,12 November 2018,5.0 out of 5 stars
